,trial,response,mean_alpha,mean_beta,mean_gamma,sd_alpha,sd_beta,sd_gamma,p_null,p_reward,value_null,value_reward,amb_level
165,166,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.846848963187663e-09,4.280696432721768e-10,9.124672568999521e-09,1.0,0.25,5.0,50.0,0.0
166,167,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.844336095286923e-09,4.0904745361003603e-10,9.124839169230679e-09,1.0,0.25,5.0,50.0,0.0
167,168,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.842106225816431e-09,3.91325401043573e-10,9.125005772505525e-09,1.0,0.25,5.0,50.0,0.0
168,169,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.841321743803537e-09,3.850686660154757e-10,9.125023747452577e-09,1.0,0.38,5.0,40.0,0.0
169,170,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.840570488826706e-09,3.789778502858337e-10,9.125041722435065e-09,1.0,0.38,5.0,40.0,0.0
170,171,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.839851075265582e-09,3.730495955182013e-10,9.125059697452993e-09,1.0,0.38,5.0,40.0,0.0
171,172,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.839627676891604e-09,3.712132475918241e-10,9.12505983398737e-09,1.0,0.38,5.0,50.0,0.0
172,173,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.839407271925665e-09,3.6939263513949187e-10,9.125059970521751e-09,1.0,0.38,5.0,50.0,0.0
173,174,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.839189820403993e-09,3.675876561456578e-10,9.125060107056133e-09,1.0,0.38,5.0,50.0,0.0
174,175,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.83897528289282e-09,3.65798209103723e-10,9.125060243590519e-09,1.0,0.38,5.0,50.0,0.0
175,176,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.83876362048145e-09,3.640241930108492e-10,9.125060380124906e-09,1.0,0.38,5.0,50.0,0.0
176,177,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.8387358260483e-09,3.6379067995354814e-10,9.12506038031816e-09,1.0,0.5,5.0,50.0,0.0
177,178,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838708081161281e-09,3.635574349075465e-10,9.125060380511415e-09,1.0,0.5,5.0,50.0,0.0
178,179,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838680385732354e-09,3.6332445764102483e-10,9.125060380704669e-09,1.0,0.5,5.0,50.0,0.0
179,180,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838652739673637e-09,3.630917479223143e-10,9.125060380897923e-09,1.0,0.5,5.0,50.0,0.0
180,181,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838625142897402e-09,3.6285930551989675e-10,9.125060381091177e-09,1.0,0.5,5.0,50.0,0.0
181,182,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.8385975953160785e-09,3.6262713020240417e-10,9.125060381284432e-09,1.0,0.5,5.0,50.0,0.0
182,183,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838570096842247e-09,3.6239522173861884e-10,9.125060381477686e-09,1.0,0.5,5.0,50.0,0.0
183,184,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838542647388645e-09,3.6216357989747256e-10,9.12506038167094e-09,1.0,0.5,5.0,50.0,0.0
184,185,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838515246868163e-09,3.6193220444804736e-10,9.125060381864194e-09,1.0,0.5,5.0,50.0,0.0
185,186,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838487895193846e-09,3.617010951595744e-10,9.125060382057448e-09,1.0,0.5,5.0,50.0,0.0
186,187,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.8384605922788915e-09,3.61470251801434e-10,9.125060382250703e-09,1.0,0.5,5.0,50.0,0.0
187,188,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.8384333380366515e-09,3.612396741431562e-10,9.125060382443957e-09,1.0,0.5,5.0,50.0,0.0
188,189,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.83840613238063e-09,3.6100936195441926e-10,9.125060382637211e-09,1.0,0.5,5.0,50.0,0.0
189,190,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838378975224485e-09,3.607793150050506e-10,9.125060382830465e-09,1.0,0.5,5.0,50.0,0.0
190,191,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838351866482023e-09,3.605495330650257e-10,9.12506038302372e-09,1.0,0.5,5.0,50.0,0.0
191,192,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838347891189213e-09,3.605158251816985e-10,9.125060383027122e-09,1.0,0.75,5.0,40.0,0.0
192,193,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.83834391693749e-09,3.604821230030919e-10,9.125060383030525e-09,1.0,0.75,5.0,40.0,0.0
193,194,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838339943726583e-09,3.604484265284789e-10,9.12506038303393e-09,1.0,0.75,5.0,40.0,0.0
194,195,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838335971556221e-09,3.604147357571329e-10,9.125060383037333e-09,1.0,0.75,5.0,40.0,0.0
195,196,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838332000426133e-09,3.6038105068832736e-10,9.125060383040736e-09,1.0,0.75,5.0,40.0,0.0
196,197,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838328030336046e-09,3.603473713213356e-10,9.12506038304414e-09,1.0,0.75,5.0,40.0,0.0
197,198,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838324061285689e-09,3.603136976554311e-10,9.125060383047542e-09,1.0,0.75,5.0,40.0,0.0
198,199,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.8383200932747895e-09,3.602800296898875e-10,9.125060383050947e-09,1.0,0.75,5.0,40.0,0.0
199,200,1,1.2000000000000004,1.3000000000000003,0.5000000000000002,4.838316126303079e-09,3.6024636742397845e-10,9.12506038305435e-09,1.0,0.75,5.0,40.0,0.0
