,trial,response,mean_alpha,mean_beta,mean_gamma,sd_alpha,sd_beta,sd_gamma,p_null,p_reward,value_null,value_reward,amb_level
160,161,0,1.1999999999999997,1.2999999999999998,0.50000000000001,5.962165931404088e-09,2.0053906672702884e-09,7.096714407859437e-08,1.0,0.13,-5.0,-40.0,0.0
161,162,0,1.2000000000000002,1.3,0.5000000000000113,4.110887944627278e-09,1.5852164336701855e-09,7.497139147201972e-08,1.0,0.13,-5.0,-40.0,0.0
162,163,0,1.2,1.3000000000000003,0.5000000000000127,2.834440119761813e-09,1.3400296279482072e-09,7.920157436575654e-08,1.0,0.13,-5.0,-40.0,0.0
163,164,1,1.2,1.3,0.5000000000000149,2.7171464426101772e-09,1.2792841207091263e-09,8.598543600534617e-08,1.0,0.5,-5.0,-8.0,0.24
164,165,0,1.2,1.3,0.500000000000003,3.5382482359208468e-09,1.426022173667204e-09,3.879222155897664e-08,1.0,0.5,-5.0,-5.0,0.0
165,166,0,1.2,1.3,0.5000000000000034,2.4396071828482197e-09,1.2352961328385582e-09,4.098103236835732e-08,1.0,0.13,-5.0,-40.0,0.0
166,167,0,1.2000000000000002,1.3,0.5000000000000014,2.3650268491832728e-09,1.2240357597726806e-09,2.6137324759217142e-08,1.0,0.13,-5.0,-20.0,0.0
167,168,0,1.2,1.3,0.5000000000000007,2.2927276676826233e-09,1.2133583245361332e-09,1.66701448472119e-08,1.0,0.13,-5.0,-20.0,0.0
168,169,1,1.1999999999999997,1.3,0.5000000000000001,3.4617238450102463e-09,1.4114345014084453e-09,1.0523911138583547e-08,1.0,0.25,-5.0,-20.0,0.0
169,170,0,1.2,1.3000000000000003,0.5000000000000002,2.910500338556303e-09,1.3910917631052364e-09,1.0535475217115033e-08,1.0,0.5,-5.0,-50.0,0.5
170,171,0,1.2,1.3000000000000003,0.5000000000000001,2.8215236009327743e-09,1.372206692330164e-09,6.719428997473009e-09,1.0,0.13,-5.0,-20.0,0.0
171,172,1,1.2,1.3,0.5000000000000001,2.704107885893099e-09,1.3073311836491382e-09,7.294969029105742e-09,1.0,0.5,-5.0,-8.0,0.24
172,173,1,1.2,1.3,0.5000000000000002,2.5917112605833445e-09,1.2460349916745353e-09,7.919805857852776e-09,1.0,0.5,-5.0,-8.0,0.24
173,174,0,1.2,1.3000000000000003,0.5000000000000001,1.8880381784021416e-09,1.121592765605453e-09,8.018638232659232e-09,1.0,0.13,-5.0,-50.0,0.0
174,175,1,1.2000000000000002,1.3000000000000003,0.5000000000000002,1.7937092852654307e-09,1.107027393529767e-09,8.49057706247664e-09,1.0,0.25,-5.0,-8.0,0.0
175,176,1,1.2000000000000002,1.3000000000000003,0.5000000000000002,1.6788216436249444e-09,1.0900555353562133e-09,9.073231847775074e-09,1.0,0.5,-5.0,-5.0,0.0
176,177,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,1.4133665628461776e-09,1.0832234410537604e-09,9.083201864082136e-09,1.0,0.5,-5.0,-50.0,0.5
177,178,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,1.25735493535943e-09,1.0592202244920686e-09,9.087309429987137e-09,1.0,0.25,-5.0,-40.0,0.0
178,179,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,1.0611303172160645e-09,1.054268063207118e-09,9.097294915283644e-09,1.0,0.5,-5.0,-50.0,0.5
179,180,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,8.983473288377147e-10,1.0496763810442996e-09,9.10729137301588e-09,1.0,0.5,-5.0,-50.0,0.5
180,181,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,7.991851376167328e-10,1.032555252642688e-09,9.111409832573687e-09,1.0,0.25,-5.0,-40.0,0.0
181,182,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,7.109687825665568e-10,1.018801347613195e-09,9.115530154563329e-09,1.0,0.25,-5.0,-40.0,0.0
182,183,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,6.710121636493789e-10,1.0130456678875638e-09,9.115696587996138e-09,1.0,0.25,-5.0,-50.0,0.0
183,184,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,5.969439497208659e-10,1.0031807522442604e-09,9.119818848523637e-09,1.0,0.25,-5.0,-40.0,0.0
184,185,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,5.310516242670895e-10,9.953041684438845e-10,9.123942973201826e-09,1.0,0.25,-5.0,-40.0,0.0
185,186,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,5.012064296030407e-10,9.920210216884326e-10,9.124109560237811e-09,1.0,0.25,-5.0,-50.0,0.0
186,187,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,4.730385493779772e-10,9.890873559854633e-10,9.124276150315383e-09,1.0,0.25,-5.0,-50.0,0.0
187,188,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,4.464537182177596e-10,9.864668234851228e-10,9.124442743434596e-09,1.0,0.25,-5.0,-50.0,0.0
188,189,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,4.2136296853195653e-10,9.841266875326473e-10,9.124609339595503e-09,1.0,0.25,-5.0,-50.0,0.0
189,190,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.9768233276501695e-10,9.820374972303527e-10,9.124775938798163e-09,1.0,0.25,-5.0,-50.0,0.0
190,191,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.753325623883028e-10,9.801727847355202e-10,9.124942541042631e-09,1.0,0.25,-5.0,-50.0,0.0
191,192,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.631526802839414e-10,9.796609211271908e-10,9.125023559467144e-09,1.0,0.5,-5.0,-40.0,0.24
192,193,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.554446245998907e-10,9.790429926594997e-10,9.125041534465053e-09,1.0,0.38,-5.0,-40.0,0.0
193,194,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.4790017721680895e-10,9.784506514847088e-10,9.12505950949837e-09,1.0,0.38,-5.0,-40.0,0.0
194,195,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.4555433656729146e-10,9.782689893348734e-10,9.125059646034267e-09,1.0,0.38,-5.0,-50.0,0.0
195,196,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.4322431377414493e-10,9.78089735720389e-10,9.125059782570166e-09,1.0,0.38,-5.0,-50.0,0.0
196,197,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.4091000217982943e-10,9.779128591348087e-10,9.125059919106067e-09,1.0,0.38,-5.0,-50.0,0.0
197,198,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.3861129584600364e-10,9.777383284727524e-10,9.12506005564197e-09,1.0,0.38,-5.0,-50.0,0.0
198,199,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.3632808954866884e-10,9.775661130250791e-10,9.125060192177874e-09,1.0,0.38,-5.0,-50.0,0.0
199,200,0,1.2000000000000002,1.3000000000000003,0.5000000000000002,3.3406027877334827e-10,9.773961824741122e-10,9.125060328713782e-09,1.0,0.38,-5.0,-50.0,0.0
